1,Corn
2,Wheat
3,Dry Beans
4,Root_Tuber
5,OilCrop
6,SugarCrop
7,OtherGrain
8,Onions
9,FodderGrass
10,FodderHerb
11,Peas
12,MiscCrop
13,OtherArableLand
14,SodGrassSeed
15,Pasture
16,Hops
17,DevelopedLand_HighIntensity
18,StonePomeFruit
19,Forest
20,Grapes
21,Shrubland
22,Mint
23,Wetlands
24,RockIceDesert
25,DevelopedLand_MedIntensity
26,DevelopedLand_LowIntensity
27,DevelopedLand_OpenSpace
28,Water
