,asd_desc,agg_level_desc,year,crop,info,class_desc,domain_desc,unit_desc,commodity_desc,value
39,,STATE,2005,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,ACRES,BEANS,1800
43,,STATE,2005,"BEANS, DRY EDIBLE, GREAT NORTHERN ",ACRES HARVESTED,"DRY EDIBLE, GREAT NORTHERN",TOTAL,ACRES,BEANS,2100
49,,STATE,2005,"BEANS, DRY EDIBLE, GREAT NORTHERN, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, GREAT NORTHERN",TOTAL,ACRES,BEANS,2100
57,,STATE,2005,"BEANS, DRY EDIBLE, INCL CHICKPEAS ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,98000
66,,STATE,2005,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,67700
71,,STATE,2005,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,ACRES,BEANS,2000
73,,STATE,2005,"BEANS, DRY EDIBLE, NAVY ",ACRES HARVESTED,"DRY EDIBLE, NAVY",TOTAL,ACRES,BEANS,5500
75,,STATE,2005,"BEANS, DRY EDIBLE, OTHER ",ACRES HARVESTED,"DRY EDIBLE, OTHER",TOTAL,ACRES,BEANS,2400
79,,STATE,2005,"BEANS, DRY EDIBLE, PINK ",ACRES HARVESTED,"DRY EDIBLE, PINK",TOTAL,ACRES,BEANS,12500
85,,STATE,2005,"BEANS, DRY EDIBLE, PINK, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, PINK",TOTAL,ACRES,BEANS,12500
91,,STATE,2005,"BEANS, DRY EDIBLE, PINTO ",ACRES HARVESTED,"DRY EDIBLE, PINTO",TOTAL,ACRES,BEANS,29000
97,,STATE,2005,"BEANS, DRY EDIBLE, PINTO, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, PINTO",TOTAL,ACRES,BEANS,29000
103,,STATE,2005,"BEANS, DRY EDIBLE, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, RED, KIDNEY",TOTAL,ACRES,BEANS,3800
109,,STATE,2005,"BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, RED, KIDNEY",TOTAL,ACRES,BEANS,3800
115,,STATE,2005,"BEANS, DRY EDIBLE, SMALL, RED ",ACRES HARVESTED,"DRY EDIBLE, SMALL, RED",TOTAL,ACRES,BEANS,8000
121,,STATE,2005,"BEANS, DRY EDIBLE, SMALL, RED, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, SMALL, RED",TOTAL,ACRES,BEANS,8000
125,,STATE,2005,"BEANS, DRY EDIBLE, SMALL, WHITE ",ACRES HARVESTED,"DRY EDIBLE, SMALL, WHITE",TOTAL,ACRES,BEANS,1100
129,,STATE,2005,CHICKPEAS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CHICKPEAS,30500
134,,STATE,2005,"CHICKPEAS, IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CHICKPEAS,200
137,,STATE,2005,"CHICKPEAS, LARGE ",ACRES HARVESTED,LARGE,TOTAL,ACRES,CHICKPEAS,27600
139,,STATE,2005,"CHICKPEAS, SMALL ",ACRES HARVESTED,SMALL,TOTAL,ACRES,CHICKPEAS,2900
145,,STATE,2005,"CORN, GRAIN ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,60000
156,,STATE,2005,"CORN, SILAGE ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,170000
162,,STATE,2005,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES ",ACRES HARVESTED,"PRINCIPAL, INCL POTATOES",TOTAL,ACRES,FIELD CROP TOTALS,NA
163,,STATE,2005,"HAY, (EXCL ALFALFA) ",ACRES HARVESTED,(EXCL ALFALFA),TOTAL,ACRES,HAY,270000
170,,STATE,2005,"HAY, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,NA
181,,STATE,2005,"HAY, ALFALFA, IRRIGATED ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,870000
191,,STATE,2005,"HAY, ALFALFA, NON-IRRIGATED ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,230000
197,,STATE,2005,HAY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAY,NA
200,,STATE,2005,"HAY & HAYLAGE, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY & HAYLAGE,NA
202,,STATE,2005,HAY & HAYLAGE ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAY & HAYLAGE,NA
204,,STATE,2005,"HAYLAGE, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAYLAGE,60000
206,,STATE,2005,HAYLAGE ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAYLAGE,80000
208,,STATE,2005,HOPS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HOPS,3287
211,,STATE,2005,LENTILS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,LENTILS,63000
214,,STATE,2005,"MINT, PEPPERMINT, OIL ",ACRES HARVESTED,PEPPERMINT,TOTAL,ACRES,MINT,14000
217,,STATE,2005,"MINT, SPEARMINT, OIL ",ACRES HARVESTED,SPEARMINT,TOTAL,ACRES,MINT,600
224,,STATE,2005,OATS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,OATS,20000
231,,STATE,2005,"PEAS, AUSTRIAN WINTER ",ACRES HARVESTED,AUSTRIAN WINTER,TOTAL,ACRES,PEAS,8000
234,,STATE,2005,"PEAS, DRY EDIBLE ",ACRES HARVESTED,DRY EDIBLE,TOTAL,ACRES,PEAS,46000
241,,STATE,2005,SUGARBEETS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,SUGARBEETS,167000
251,,STATE,2005,WHEAT ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,NA
267,,STATE,2005,"WHEAT, IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,580500
282,,STATE,2005,"WHEAT, NON-IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,619500
297,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM) ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,450000
308,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,268000
318,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,182000
326,,STATE,2005,"WHEAT, SPRING, DURUM ",ACRES HARVESTED,"SPRING, DURUM",TOTAL,ACRES,WHEAT,20000
333,,STATE,2005,"WHEAT, SPRING, DURUM, IRRIGATED ",ACRES HARVESTED,"SPRING, DURUM",TOTAL,ACRES,WHEAT,17500
339,,STATE,2005,"WHEAT, SPRING, DURUM, NON-IRRIGATED ",ACRES HARVESTED,"SPRING, DURUM",TOTAL,ACRES,WHEAT,2500
347,,STATE,2005,"WHEAT, WINTER ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,730000
363,,STATE,2005,"WHEAT, WINTER, IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,295000
378,,STATE,2005,"WHEAT, WINTER, NON-IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,435000
395,,STATE,2005,"ONIONS, DRY, SUMMER, STORAGE ",ACRES HARVESTED,"DRY, SUMMER, STORAGE",TOTAL,ACRES,ONIONS,9500
403,,STATE,2005,POTATOES ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,POTATOES,323000
412,,STATE,2005,"POTATOES, FALL ",ACRES HARVESTED,FALL,TOTAL,ACRES,POTATOES,323000
415,,STATE,2005,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET ",ACRES HARVESTED,"34 MAJOR, VARIES BY SEASON",TOTAL,ACRES,VEGETABLE TOTALS,9500
6,,STATE,2005,BARLEY ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,3.01
12,,STATE,2005,"BARLEY, FEED ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,2.04
13,,STATE,2005,"BARLEY, MALTING ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,3.2
146,,STATE,2005,"CORN, GRAIN ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,CORN,2.68
225,,STATE,2005,OATS ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,OATS,1.3
252,,STATE,2005,WHEAT ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,WHEAT,3.31
298,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM) ","PRICE RECEIVED, MEASURED IN $ / BU","SPRING, (EXCL DURUM)",TOTAL,$ / BU,WHEAT,3.59
327,,STATE,2005,"WHEAT, SPRING, DURUM ","PRICE RECEIVED, MEASURED IN $ / BU","SPRING, DURUM",TOTAL,$ / BU,WHEAT,3.86
348,,STATE,2005,"WHEAT, WINTER ","PRICE RECEIVED, MEASURED IN $ / BU",WINTER,TOTAL,$ / BU,WHEAT,3.12
34,,STATE,2005,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)",TOTAL,$ / CWT,BEANS,20.6
212,,STATE,2005,LENTILS ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,LENTILS,12.1
232,,STATE,2005,"PEAS, AUSTRIAN WINTER ","PRICE RECEIVED, MEASURED IN $ / CWT",AUSTRIAN WINTER,TOTAL,$ / CWT,PEAS,7.18
235,,STATE,2005,"PEAS, DRY EDIBLE ","PRICE RECEIVED, MEASURED IN $ / CWT",DRY EDIBLE,TOTAL,$ / CWT,PEAS,5.74
237,,STATE,2005,"PEAS, WRINKLED SEED ","PRICE RECEIVED, MEASURED IN $ / CWT",WRINKLED SEED,TOTAL,$ / CWT,PEAS,22.3
396,,STATE,2005,"ONIONS, DRY, SUMMER, STORAGE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY, SUMMER, STORAGE",TOTAL,$ / CWT,ONIONS,11.6
397,,STATE,2005,"ONIONS, DRY, SUMMER, STORAGE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY, SUMMER, STORAGE",TOTAL,$ / CWT,ONIONS,8
404,,STATE,2005,POTATOES ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,5.7
410,,STATE,2005,"POTATOES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,6.9
411,,STATE,2005,"POTATOES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,4.9
413,,STATE,2005,"POTATOES, FALL ","PRICE RECEIVED, MEASURED IN $ / CWT",FALL,TOTAL,$ / CWT,POTATOES,5.7
209,,STATE,2005,HOPS ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,HOPS,1.63
215,,STATE,2005,"MINT, PEPPERMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB",PEPPERMINT,TOTAL,$ / LB,MINT,11.8
218,,STATE,2005,"MINT, SPEARMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB",SPEARMINT,TOTAL,$ / LB,MINT,11.4
389,,STATE,2005,APPLES ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,APPLES,0.179
390,,STATE,2005,"APPLES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,APPLES,0.34
164,,STATE,2005,"HAY, (EXCL ALFALFA) ","PRICE RECEIVED, MEASURED IN $ / TON",(EXCL ALFALFA),TOTAL,$ / TON,HAY,81
171,,STATE,2005,"HAY, ALFALFA ","PRICE RECEIVED, MEASURED IN $ / TON",ALFALFA,TOTAL,$ / TON,HAY,112
198,,STATE,2005,HAY ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,HAY,111
242,,STATE,2005,SUGARBEETS ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,SUGARBEETS,44.4
391,,STATE,2005,"APPLES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,APPLES,34.5
392,,STATE,2005,"CHERRIES, SWEET ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,1950
393,,STATE,2005,PEACHES ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,PEACHES,967
394,,STATE,2005,PLUMS & PRUNES ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,PLUMS & PRUNES,999
11,,STATE,2005,BARLEY ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,87
23,,STATE,2005,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,102.1
33,,STATE,2005,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,50.3
151,,STATE,2005,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,CORN,170
230,,STATE,2005,OATS ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,OATS,64
257,,STATE,2005,WHEAT ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,83.8
272,,STATE,2005,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,105.8
287,,STATE,2005,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,63.2
303,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,72
313,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,92.2
323,,STATE,2005,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,42.2
330,,STATE,2005,"WHEAT, SPRING, DURUM ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM",TOTAL,BU / ACRE,WHEAT,88
336,,STATE,2005,"WHEAT, SPRING, DURUM, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM",TOTAL,BU / ACRE,WHEAT,96.6
342,,STATE,2005,"WHEAT, SPRING, DURUM, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM",TOTAL,BU / ACRE,WHEAT,28
353,,STATE,2005,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,91
368,,STATE,2005,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,118.7
383,,STATE,2005,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,72.2
262,,STATE,2005,WHEAT ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,79.9
277,,STATE,2005,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,101.2
292,,STATE,2005,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,60.1
358,,STATE,2005,"WHEAT, WINTER ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,86.5
373,,STATE,2005,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,113.2
388,,STATE,2005,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,68.4
398,,STATE,2005,"ONIONS, DRY, SUMMER, STORAGE ","YIELD, MEASURED IN CWT / ACRE","DRY, SUMMER, STORAGE",TOTAL,CWT / ACRE,ONIONS,640
409,,STATE,2005,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,366
414,,STATE,2005,"POTATOES, FALL ","YIELD, MEASURED IN CWT / ACRE",FALL,TOTAL,CWT / ACRE,POTATOES,366
36,,STATE,2005,"BEANS, DRY EDIBLE, BLACK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, BLACK",TOTAL,LB / ACRE,BEANS,2080
38,,STATE,2005,"BEANS, DRY EDIBLE, CRANBERRY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, CRANBERRY",TOTAL,LB / ACRE,BEANS,1290
40,,STATE,2005,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,2000
46,,STATE,2005,"BEANS, DRY EDIBLE, GREAT NORTHERN ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, GREAT NORTHERN",TOTAL,LB / ACRE,BEANS,2430
52,,STATE,2005,"BEANS, DRY EDIBLE, GREAT NORTHERN, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, GREAT NORTHERN",TOTAL,LB / ACRE,BEANS,2430
62,,STATE,2005,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,1900
70,,STATE,2005,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2270
72,,STATE,2005,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,2250
74,,STATE,2005,"BEANS, DRY EDIBLE, NAVY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, NAVY",TOTAL,LB / ACRE,BEANS,2470
76,,STATE,2005,"BEANS, DRY EDIBLE, OTHER ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, OTHER",TOTAL,LB / ACRE,BEANS,2130
82,,STATE,2005,"BEANS, DRY EDIBLE, PINK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK",TOTAL,LB / ACRE,BEANS,2240
88,,STATE,2005,"BEANS, DRY EDIBLE, PINK, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK",TOTAL,LB / ACRE,BEANS,2240
94,,STATE,2005,"BEANS, DRY EDIBLE, PINTO ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO",TOTAL,LB / ACRE,BEANS,2270
100,,STATE,2005,"BEANS, DRY EDIBLE, PINTO, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO",TOTAL,LB / ACRE,BEANS,2270
106,,STATE,2005,"BEANS, DRY EDIBLE, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,2130
112,,STATE,2005,"BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,2130
118,,STATE,2005,"BEANS, DRY EDIBLE, SMALL, RED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED",TOTAL,LB / ACRE,BEANS,2410
124,,STATE,2005,"BEANS, DRY EDIBLE, SMALL, RED, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED",TOTAL,LB / ACRE,BEANS,2410
126,,STATE,2005,"BEANS, DRY EDIBLE, SMALL, WHITE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, WHITE",TOTAL,LB / ACRE,BEANS,2180
132,,STATE,2005,CHICKPEAS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,CHICKPEAS,1080
136,,STATE,2005,"CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,CHICKPEAS,2000
138,,STATE,2005,"CHICKPEAS, LARGE ","YIELD, MEASURED IN LB / ACRE",LARGE,TOTAL,LB / ACRE,CHICKPEAS,1060
140,,STATE,2005,"CHICKPEAS, SMALL ","YIELD, MEASURED IN LB / ACRE",SMALL,TOTAL,LB / ACRE,CHICKPEAS,1240
210,,STATE,2005,HOPS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,HOPS,1640
213,,STATE,2005,LENTILS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,LENTILS,900
216,,STATE,2005,"MINT, PEPPERMINT, OIL ","YIELD, MEASURED IN LB / ACRE",PEPPERMINT,TOTAL,LB / ACRE,MINT,100
219,,STATE,2005,"MINT, SPEARMINT, OIL ","YIELD, MEASURED IN LB / ACRE",SPEARMINT,TOTAL,LB / ACRE,MINT,125
233,,STATE,2005,"PEAS, AUSTRIAN WINTER ","YIELD, MEASURED IN LB / ACRE",AUSTRIAN WINTER,TOTAL,LB / ACRE,PEAS,1100
236,,STATE,2005,"PEAS, DRY EDIBLE ","YIELD, MEASURED IN LB / ACRE",DRY EDIBLE,TOTAL,LB / ACRE,PEAS,1300
161,,STATE,2005,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,CORN,26.5
165,,STATE,2005,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE",(EXCL ALFALFA),TOTAL,TONS / ACRE,HAY,2.2
176,,STATE,2005,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.2
186,,STATE,2005,"HAY, ALFALFA, IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.9
196,,STATE,2005,"HAY, ALFALFA, NON-IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,1.55
199,,STATE,2005,HAY ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,HAY,3.81
205,,STATE,2005,"HAYLAGE, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAYLAGE,10.5
207,,STATE,2005,HAYLAGE ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,HAYLAGE,9.83
246,,STATE,2005,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,27.1
201,,STATE,2005,"HAY & HAYLAGE, ALFALFA ","YIELD, MEASURED IN TONS / ACRE, DRY BASIS",ALFALFA,TOTAL,"TONS / ACRE, DRY BASIS",HAY & HAYLAGE,4.34
203,,STATE,2005,HAY & HAYLAGE ,"YIELD, MEASURED IN TONS / ACRE, DRY BASIS",ALL CLASSES,TOTAL,"TONS / ACRE, DRY BASIS",HAY & HAYLAGE,3.93
