1.550761000000000000e+06,1.601146000000000000e+06,1.222552000000000000e+06,1.207066000000000000e+06,1.399919000000000000e+06,1.238459000000000000e+06,1.449884000000000000e+06,1.441259000000000000e+06
2.695504000000000000e+06,2.934998000000000000e+06,2.592258000000000000e+06,2.815797000000000000e+06,3.610796000000000000e+06,3.195732000000000000e+06,2.916694000000000000e+06,3.077375000000000000e+06
3.325260000000000000e+05,3.583730000000000000e+05,2.700390000000000000e+05,3.287250000000000000e+05,2.549410000000000000e+05,4.630090000000000000e+05,3.689710000000000000e+05,2.690390000000000000e+05
1.213604000000000000e+06,1.159829000000000000e+06,1.242750000000000000e+06,1.243349000000000000e+06,1.177499000000000000e+06,1.112189000000000000e+06,1.284930000000000000e+06,1.196099000000000000e+06
7.864600000000000000e+04,1.078540000000000000e+05,6.249900000000000000e+04,7.388900000000000000e+04,3.888400000000000000e+04,3.295200000000000000e+04,3.503400000000000000e+04,6.636900000000000000e+04
6.499060000000000000e+05,6.290080000000000000e+05,6.569290000000000000e+05,6.203280000000000000e+05,6.895890000000000000e+05,6.340630000000000000e+05,6.954910000000000000e+05,6.510760000000000000e+05
2.192644000000000000e+06,2.001920000000000000e+06,2.438352000000000000e+06,2.254875000000000000e+06,1.909227000000000000e+06,1.615037000000000000e+06,2.180868000000000000e+06,2.190400000000000000e+06
1.195380000000000000e+05,1.333460000000000000e+05,1.191380000000000000e+05,1.058030000000000000e+05,1.196930000000000000e+05,9.555400000000000000e+04,1.056730000000000000e+05,1.340400000000000000e+05
6.830280000000000000e+05,8.216990000000000000e+05,7.034470000000000000e+05,9.873170000000000000e+05,1.273933000000000000e+06,5.836970000000000000e+05,6.379640000000000000e+05,8.500210000000000000e+05
5.635519000000000000e+06,5.702039000000000000e+06,5.659965000000000000e+06,5.067791000000000000e+06,4.070246000000000000e+06,4.609591000000000000e+06,4.540642000000000000e+06,4.420474000000000000e+06
5.337100000000000000e+04,6.115200000000000000e+04,5.076500000000000000e+04,5.268200000000000000e+04,4.636200000000000000e+04,5.355500000000000000e+04,4.224200000000000000e+04,4.252600000000000000e+04
2.318100000000000000e+04,2.906900000000000000e+04,1.525000000000000000e+04,1.491200000000000000e+04,1.118200000000000000e+04,1.280900000000000000e+04,1.333400000000000000e+04,1.473000000000000000e+04
1.504694000000000000e+06,1.070747000000000000e+06,1.500855000000000000e+06,1.152220000000000000e+06,1.284385000000000000e+06,6.888790000000000000e+05,1.319701000000000000e+06,1.247797000000000000e+06
1.191500000000000000e+04,1.217500000000000000e+04,5.578000000000000000e+03,7.568000000000000000e+03,2.836000000000000000e+03,9.897000000000000000e+03,4.697000000000000000e+03,8.187000000000000000e+03
1.486860700000000000e+07,1.490164800000000000e+07,1.498805900000000000e+07,2.179847500000000000e+07,1.139848000000000000e+07,2.607599200000000000e+07,1.183120900000000000e+07,2.111767200000000000e+07
1.325500000000000000e+04,1.778100000000000000e+04,5.581000000000000000e+03,1.314400000000000000e+04,6.361000000000000000e+03,6.880000000000000000e+03,6.498000000000000000e+03,7.068000000000000000e+03
2.658200000000000000e+04,3.067700000000000000e+04,2.823700000000000000e+04,2.979200000000000000e+04,1.776300000000000000e+04,1.492400000000000000e+04,1.757100000000000000e+04,1.701500000000000000e+04
1.516600000000000000e+04,1.584000000000000000e+04,2.212500000000000000e+04,1.844900000000000000e+04,1.561400000000000000e+04,8.515000000000000000e+03,1.954900000000000000e+04,1.832100000000000000e+04
2.772362500000000000e+07,2.763541800000000000e+07,2.766664700000000000e+07,2.752125800000000000e+07,2.833029000000000000e+07,2.837722700000000000e+07,2.837148500000000000e+07,2.854113400000000000e+07
9.840000000000000000e+02,3.485000000000000000e+03,3.849000000000000000e+03,2.641000000000000000e+03,2.389000000000000000e+03,1.357000000000000000e+03,2.209000000000000000e+03,1.676000000000000000e+03
1.062191120000000000e+08,1.063926480000000000e+08,1.063481580000000000e+08,1.005593210000000000e+08,1.097067060000000000e+08,9.742309400000000000e+07,1.095929180000000000e+08,1.004938940000000000e+08
1.393000000000000000e+03,1.063000000000000000e+03,3.420000000000000000e+02,9.380000000000000000e+02,1.606000000000000000e+03,2.132000000000000000e+03,1.307000000000000000e+03,1.293000000000000000e+03
1.163583000000000000e+06,1.198525000000000000e+06,1.212935000000000000e+06,1.073245000000000000e+06,1.263909000000000000e+06,9.274140000000000000e+05,1.196796000000000000e+06,1.262326000000000000e+06
2.594638000000000000e+06,2.564136000000000000e+06,2.591423000000000000e+06,2.513231000000000000e+06,2.828805000000000000e+06,2.490303000000000000e+06,2.844307000000000000e+06,2.498378000000000000e+06
2.334580000000000000e+05,2.338190000000000000e+05,2.402660000000000000e+05,2.274800000000000000e+05,1.654230000000000000e+05,1.488890000000000000e+05,1.696700000000000000e+05,1.667360000000000000e+05
6.393900000000000000e+05,6.286490000000000000e+05,6.379360000000000000e+05,6.254780000000000000e+05,6.405000000000000000e+05,5.924230000000000000e+05,6.334670000000000000e+05,6.358780000000000000e+05
1.814418000000000000e+06,1.802448000000000000e+06,1.822512000000000000e+06,1.807195000000000000e+06,1.826278000000000000e+06,1.735177000000000000e+06,1.869264000000000000e+06,1.813994000000000000e+06
1.318257000000000000e+06,1.327813000000000000e+06,1.268858000000000000e+06,1.254336000000000000e+06,1.283689000000000000e+06,1.227555000000000000e+06,1.224930000000000000e+06,1.192528000000000000e+06
