,asd_desc,agg_level_desc,year,crop,info,class_desc,domain_desc,unit_desc,commodity_desc,value
120,,STATE,2010,WHEAT ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,80.4
124,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM) ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,615000
125,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM) ","PRICE RECEIVED, MEASURED IN $ / BU","SPRING, (EXCL DURUM)",TOTAL,$ / BU,WHEAT,6.33
129,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,79
133,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,385000
137,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,99.5
141,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,230000
145,,STATE,2010,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,44.7
146,,STATE,2010,"WHEAT, SPRING, DURUM ",ACRES HARVESTED,"SPRING, DURUM",TOTAL,ACRES,WHEAT,17000
147,,STATE,2010,"WHEAT, SPRING, DURUM ","PRICE RECEIVED, MEASURED IN $ / BU","SPRING, DURUM",TOTAL,$ / BU,WHEAT,6.62
148,,STATE,2010,"WHEAT, SPRING, DURUM ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM",TOTAL,BU / ACRE,WHEAT,61
152,,STATE,2010,"WHEAT, WINTER ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,710000
153,,STATE,2010,"WHEAT, WINTER ","PRICE RECEIVED, MEASURED IN $ / BU",WINTER,TOTAL,$ / BU,WHEAT,5.68
157,,STATE,2010,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,82
161,,STATE,2010,"WHEAT, WINTER, IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,265000
165,,STATE,2010,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,111.3
169,,STATE,2010,"WHEAT, WINTER, NON-IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,445000
173,,STATE,2010,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,64.5
174,,STATE,2010,APPLES ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,APPLES,0.232
175,,STATE,2010,APPLES ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,APPLES,23100
176,,STATE,2010,"APPLES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,APPLES,0.315
177,,STATE,2010,"APPLES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,APPLES,131
178,,STATE,2010,"CHERRIES, SWEET ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,2230
179,,STATE,2010,"CHERRIES, SWEET ","YIELD, MEASURED IN TONS / ACRE",SWEET,TOTAL,TONS / ACRE,CHERRIES,2.11
180,,STATE,2010,PEACHES ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,PEACHES,908
181,,STATE,2010,PEACHES ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,PEACHES,5.69
182,,STATE,2010,PLUMS & PRUNES ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,PLUMS & PRUNES,378
183,,STATE,2010,PLUMS & PRUNES ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,PLUMS & PRUNES,5.29
184,,STATE,2010,"ONIONS, DRY, SUMMER, STORAGE ",ACRES HARVESTED,"DRY, SUMMER, STORAGE",TOTAL,ACRES,ONIONS,9000
185,,STATE,2010,"ONIONS, DRY, SUMMER, STORAGE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY, SUMMER, STORAGE",TOTAL,$ / CWT,ONIONS,8.7
186,,STATE,2010,"ONIONS, DRY, SUMMER, STORAGE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY, SUMMER, STORAGE",TOTAL,$ / CWT,ONIONS,8.7
187,,STATE,2010,"ONIONS, DRY, SUMMER, STORAGE ","YIELD, MEASURED IN CWT / ACRE","DRY, SUMMER, STORAGE",TOTAL,CWT / ACRE,ONIONS,760
191,,STATE,2010,POTATOES ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,POTATOES,294000
192,,STATE,2010,POTATOES ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,8.1
196,,STATE,2010,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,384
197,,STATE,2010,"POTATOES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,9.55
198,,STATE,2010,"POTATOES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,POTATOES,7
199,,STATE,2010,"POTATOES, FALL ",ACRES HARVESTED,FALL,TOTAL,ACRES,POTATOES,294000
200,,STATE,2010,"POTATOES, FALL ","PRICE RECEIVED, MEASURED IN $ / CWT",FALL,TOTAL,$ / CWT,POTATOES,8.1
201,,STATE,2010,"POTATOES, FALL ","YIELD, MEASURED IN CWT / ACRE",FALL,TOTAL,CWT / ACRE,POTATOES,384
202,,STATE,2010,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET ",ACRES HARVESTED,"34 MAJOR, VARIES BY SEASON",TOTAL,ACRES,VEGETABLE TOTALS,9000
