,asd_desc,agg_level_desc,year,crop,info,class_desc,domain_desc,unit_desc,commodity_desc,value
26,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2290
62,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"HAY, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,339000
67,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.7
110,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,SUGARBEETS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,SUGARBEETS,104900
115,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,29.8
122,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM) ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,69000
127,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,97.5
131,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,62000
135,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,106
139,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,7000
143,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,22.4
150,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,92000
155,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,102
159,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,75000
163,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,118
167,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, NON-IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,17000
171,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,31.2
189,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,POTATOES ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,POTATOES,71000
194,SOUTH CENTRAL,AGRICULTURAL DISTRICT,2010,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,428
1,SOUTHWEST,AGRICULTURAL DISTRICT,2010,BARLEY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,6000
6,SOUTHWEST,AGRICULTURAL DISTRICT,2010,BARLEY ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,91.7
21,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"BEANS, DRY EDIBLE, INCL CHICKPEAS ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,24400
25,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2390
61,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"HAY, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,210000
66,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,5.05
109,SOUTHWEST,AGRICULTURAL DISTRICT,2010,SUGARBEETS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,SUGARBEETS,26900
114,SOUTHWEST,AGRICULTURAL DISTRICT,2010,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,36.4
121,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM) ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,18500
126,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,94.1
130,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,17500
134,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,97.5
138,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,1000
142,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,33
149,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,58000
154,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,109
158,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,56000
162,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,111.6
166,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, NON-IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,2000
170,SOUTHWEST,AGRICULTURAL DISTRICT,2010,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,35
188,SOUTHWEST,AGRICULTURAL DISTRICT,2010,POTATOES ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,POTATOES,16000
193,SOUTHWEST,AGRICULTURAL DISTRICT,2010,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,545
4,,STATE,2010,BARLEY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,470000
5,,STATE,2010,BARLEY ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,4.12
9,,STATE,2010,BARLEY ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,92
10,,STATE,2010,"BARLEY, FEED ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,4.17
11,,STATE,2010,"BARLEY, MALTING ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,4.11
12,,STATE,2010,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)",TOTAL,$ / CWT,BEANS,27.2
13,,STATE,2010,"BEANS, DRY EDIBLE, BLACK ",ACRES HARVESTED,"DRY EDIBLE, BLACK",TOTAL,ACRES,BEANS,5000
14,,STATE,2010,"BEANS, DRY EDIBLE, BLACK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, BLACK",TOTAL,LB / ACRE,BEANS,2180
15,,STATE,2010,"BEANS, DRY EDIBLE, CRANBERRY ",ACRES HARVESTED,"DRY EDIBLE, CRANBERRY",TOTAL,ACRES,BEANS,600
16,,STATE,2010,"BEANS, DRY EDIBLE, CRANBERRY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, CRANBERRY",TOTAL,LB / ACRE,BEANS,1500
17,,STATE,2010,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,ACRES,BEANS,2000
18,,STATE,2010,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,2250
19,,STATE,2010,"BEANS, DRY EDIBLE, GREAT NORTHERN ",ACRES HARVESTED,"DRY EDIBLE, GREAT NORTHERN",TOTAL,ACRES,BEANS,3900
20,,STATE,2010,"BEANS, DRY EDIBLE, GREAT NORTHERN ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, GREAT NORTHERN",TOTAL,LB / ACRE,BEANS,2330
24,,STATE,2010,"BEANS, DRY EDIBLE, INCL CHICKPEAS ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,134000
28,,STATE,2010,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,1900
29,,STATE,2010,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,ACRES,BEANS,1700
30,,STATE,2010,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,2180
31,,STATE,2010,"BEANS, DRY EDIBLE, NAVY ",ACRES HARVESTED,"DRY EDIBLE, NAVY",TOTAL,ACRES,BEANS,5400
32,,STATE,2010,"BEANS, DRY EDIBLE, NAVY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, NAVY",TOTAL,LB / ACRE,BEANS,2460
33,,STATE,2010,"BEANS, DRY EDIBLE, OTHER ",ACRES HARVESTED,"DRY EDIBLE, OTHER",TOTAL,ACRES,BEANS,2800
34,,STATE,2010,"BEANS, DRY EDIBLE, OTHER ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, OTHER",TOTAL,LB / ACRE,BEANS,2040
35,,STATE,2010,"BEANS, DRY EDIBLE, PINK ",ACRES HARVESTED,"DRY EDIBLE, PINK",TOTAL,ACRES,BEANS,9900
36,,STATE,2010,"BEANS, DRY EDIBLE, PINK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK",TOTAL,LB / ACRE,BEANS,2230
37,,STATE,2010,"BEANS, DRY EDIBLE, PINTO ",ACRES HARVESTED,"DRY EDIBLE, PINTO",TOTAL,ACRES,BEANS,40600
38,,STATE,2010,"BEANS, DRY EDIBLE, PINTO ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO",TOTAL,LB / ACRE,BEANS,2360
39,,STATE,2010,"BEANS, DRY EDIBLE, SMALL, RED ",ACRES HARVESTED,"DRY EDIBLE, SMALL, RED",TOTAL,ACRES,BEANS,9100
40,,STATE,2010,"BEANS, DRY EDIBLE, SMALL, RED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED",TOTAL,LB / ACRE,BEANS,2410
41,,STATE,2010,"BEANS, DRY EDIBLE, SMALL, WHITE ",ACRES HARVESTED,"DRY EDIBLE, SMALL, WHITE",TOTAL,ACRES,BEANS,400
42,,STATE,2010,"BEANS, DRY EDIBLE, SMALL, WHITE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, WHITE",TOTAL,LB / ACRE,BEANS,2250
43,,STATE,2010,CANOLA ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CANOLA,18400
44,,STATE,2010,CANOLA ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CANOLA,18.7
45,,STATE,2010,CANOLA ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,CANOLA,1800
46,,STATE,2010,CHICKPEAS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CHICKPEAS,52600
47,,STATE,2010,CHICKPEAS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,CHICKPEAS,1250
48,,STATE,2010,"CHICKPEAS, LARGE ",ACRES HARVESTED,LARGE,TOTAL,ACRES,CHICKPEAS,36700
49,,STATE,2010,"CHICKPEAS, LARGE ","YIELD, MEASURED IN LB / ACRE",LARGE,TOTAL,LB / ACRE,CHICKPEAS,1230
50,,STATE,2010,"CHICKPEAS, SMALL ",ACRES HARVESTED,SMALL,TOTAL,ACRES,CHICKPEAS,15900
51,,STATE,2010,"CHICKPEAS, SMALL ","YIELD, MEASURED IN LB / ACRE",SMALL,TOTAL,LB / ACRE,CHICKPEAS,1300
52,,STATE,2010,"CORN, GRAIN ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,110000
53,,STATE,2010,"CORN, GRAIN ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,CORN,5.27
54,,STATE,2010,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,CORN,190
55,,STATE,2010,"CORN, SILAGE ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,205000
56,,STATE,2010,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,CORN,25
57,,STATE,2010,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES ",ACRES HARVESTED,"PRINCIPAL, INCL POTATOES",TOTAL,ACRES,FIELD CROP TOTALS,NA
58,,STATE,2010,"HAY, (EXCL ALFALFA) ",ACRES HARVESTED,(EXCL ALFALFA),TOTAL,ACRES,HAY,340000
59,,STATE,2010,"HAY, (EXCL ALFALFA) ","PRICE RECEIVED, MEASURED IN $ / TON",(EXCL ALFALFA),TOTAL,$ / TON,HAY,94
60,,STATE,2010,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE",(EXCL ALFALFA),TOTAL,TONS / ACRE,HAY,2.1
64,,STATE,2010,"HAY, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,NA
65,,STATE,2010,"HAY, ALFALFA ","PRICE RECEIVED, MEASURED IN $ / TON",ALFALFA,TOTAL,$ / TON,HAY,127
69,,STATE,2010,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.2
70,,STATE,2010,HAY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAY,NA
71,,STATE,2010,HAY ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,HAY,124
72,,STATE,2010,HAY ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,HAY,3.71
73,,STATE,2010,"HAY & HAYLAGE, (EXCL ALFALFA) ",ACRES HARVESTED,(EXCL ALFALFA),TOTAL,ACRES,HAY & HAYLAGE,350000
74,,STATE,2010,"HAY & HAYLAGE, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE, DRY BASIS",(EXCL ALFALFA),TOTAL,"TONS / ACRE, DRY BASIS",HAY & HAYLAGE,2.15
75,,STATE,2010,"HAY & HAYLAGE, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY & HAYLAGE,NA
76,,STATE,2010,"HAY & HAYLAGE, ALFALFA ","YIELD, MEASURED IN TONS / ACRE, DRY BASIS",ALFALFA,TOTAL,"TONS / ACRE, DRY BASIS",HAY & HAYLAGE,4.53
77,,STATE,2010,HAY & HAYLAGE ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAY & HAYLAGE,NA
78,,STATE,2010,HAY & HAYLAGE ,"YIELD, MEASURED IN TONS / ACRE, DRY BASIS",ALL CLASSES,TOTAL,"TONS / ACRE, DRY BASIS",HAY & HAYLAGE,3.97
79,,STATE,2010,"HAYLAGE, (EXCL ALFALFA) ",ACRES HARVESTED,(EXCL ALFALFA),TOTAL,ACRES,HAYLAGE,10000
80,,STATE,2010,"HAYLAGE, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE",(EXCL ALFALFA),TOTAL,TONS / ACRE,HAYLAGE,7.8
81,,STATE,2010,"HAYLAGE, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAYLAGE,85000
82,,STATE,2010,"HAYLAGE, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAYLAGE,11
83,,STATE,2010,HAYLAGE ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAYLAGE,95000
84,,STATE,2010,HAYLAGE ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,HAYLAGE,10.66
85,,STATE,2010,HOPS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HOPS,2331
86,,STATE,2010,HOPS ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,HOPS,3.89
87,,STATE,2010,HOPS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,HOPS,2129
88,,STATE,2010,LENTILS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,LENTILS,54000
89,,STATE,2010,LENTILS ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,LENTILS,27.9
90,,STATE,2010,LENTILS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,LENTILS,950
91,,STATE,2010,"MINT, PEPPERMINT, OIL ",ACRES HARVESTED,PEPPERMINT,TOTAL,ACRES,MINT,15500
92,,STATE,2010,"MINT, PEPPERMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB",PEPPERMINT,TOTAL,$ / LB,MINT,19.1
93,,STATE,2010,"MINT, PEPPERMINT, OIL ","YIELD, MEASURED IN LB / ACRE",PEPPERMINT,TOTAL,LB / ACRE,MINT,100
94,,STATE,2010,"MINT, SPEARMINT, OIL ",ACRES HARVESTED,SPEARMINT,TOTAL,ACRES,MINT,1000
95,,STATE,2010,"MINT, SPEARMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB",SPEARMINT,TOTAL,$ / LB,MINT,15.6
96,,STATE,2010,"MINT, SPEARMINT, OIL ","YIELD, MEASURED IN LB / ACRE",SPEARMINT,TOTAL,LB / ACRE,MINT,115
98,,STATE,2010,OATS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,OATS,20000
99,,STATE,2010,OATS ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,OATS,2
101,,STATE,2010,OATS ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,OATS,84
102,,STATE,2010,"PEAS, AUSTRIAN WINTER ",ACRES HARVESTED,AUSTRIAN WINTER,TOTAL,ACRES,PEAS,9000
103,,STATE,2010,"PEAS, AUSTRIAN WINTER ","PRICE RECEIVED, MEASURED IN $ / CWT",AUSTRIAN WINTER,TOTAL,$ / CWT,PEAS,17.7
104,,STATE,2010,"PEAS, AUSTRIAN WINTER ","YIELD, MEASURED IN LB / ACRE",AUSTRIAN WINTER,TOTAL,LB / ACRE,PEAS,1100
105,,STATE,2010,"PEAS, DRY EDIBLE ",ACRES HARVESTED,DRY EDIBLE,TOTAL,ACRES,PEAS,30000
106,,STATE,2010,"PEAS, DRY EDIBLE ","PRICE RECEIVED, MEASURED IN $ / CWT",DRY EDIBLE,TOTAL,$ / CWT,PEAS,11.1
107,,STATE,2010,"PEAS, DRY EDIBLE ","YIELD, MEASURED IN LB / ACRE",DRY EDIBLE,TOTAL,LB / ACRE,PEAS,1600
108,,STATE,2010,"PEAS, WRINKLED SEED ","PRICE RECEIVED, MEASURED IN $ / CWT",WRINKLED SEED,TOTAL,$ / CWT,PEAS,39.8
112,,STATE,2010,SUGARBEETS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,SUGARBEETS,170000
113,,STATE,2010,SUGARBEETS ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,SUGARBEETS,57.3
117,,STATE,2010,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,31
118,,STATE,2010,WHEAT ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,NA
119,,STATE,2010,WHEAT ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,WHEAT,5.9
