,asd_desc,agg_level_desc,year,crop,info,class_desc,domain_desc,unit_desc,commodity_desc,value
421,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,20
14,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,BARLEY ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,94
29,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,100.4
44,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,25.8
59,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,26.4
74,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,22
191,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,OATS ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,OATS,13.5
223,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,WHEAT ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,85.4
238,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,93.6
253,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,15.9
268,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,12
283,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,17.4
299,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,77.6
314,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,84.8
329,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,11.4
344,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,12
356,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,10
372,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,91.6
384,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,100.8
399,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,19
426,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,19
441,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,347
89,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2010
99,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,2010
132,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,CORN,23.4
146,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.3
156,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA, IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,5
166,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA, NON-IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,0.88
207,SOUTH CENTRAL,AGRICULTURAL DISTRICT,1990,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,23.3
2,SOUTHWEST,AGRICULTURAL DISTRICT,1990,BARLEY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,38000
18,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,33000
33,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,5000
48,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,2000
63,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,3000
83,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,44100
93,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,44100
116,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"CORN, GRAIN ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,19000
126,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"CORN, SILAGE ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,34600
139,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,164000
150,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA, IRRIGATED ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,141000
160,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA, NON-IRRIGATED ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,23000
179,SOUTHWEST,AGRICULTURAL DISTRICT,1990,OATS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,OATS,5000
201,SOUTHWEST,AGRICULTURAL DISTRICT,1990,SUGARBEETS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,SUGARBEETS,65800
211,SOUTHWEST,AGRICULTURAL DISTRICT,1990,WHEAT ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,121000
227,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,108000
242,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,13000
257,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,3500
272,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,WHEAT,9500
287,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM) ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,34000
303,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,31000
318,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,3000
333,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,1000
347,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,"SPRING, (EXCL DURUM)",TOTAL,ACRES,WHEAT,2000
360,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,87000
375,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,77000
388,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,10000
403,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,2500
415,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,WINTER,TOTAL,ACRES,WHEAT,7500
434,SOUTHWEST,AGRICULTURAL DISTRICT,1990,POTATOES ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,POTATOES,20000
8,SOUTHWEST,AGRICULTURAL DISTRICT,1990,BARLEY ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,94.9
23,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,103.3
38,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,39.8
53,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,28
68,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,47.7
121,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,CORN,130.5
185,SOUTHWEST,AGRICULTURAL DISTRICT,1990,OATS ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,OATS,74.4
217,SOUTHWEST,AGRICULTURAL DISTRICT,1990,WHEAT ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,88.5
232,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,95.8
247,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,27.4
262,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,21.7
277,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,WHEAT,29.5
293,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,76
308,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,81.5
323,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,18.7
338,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,16
351,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / ACRE,WHEAT,20
366,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,93.4
379,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,101.6
393,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,30
407,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,24
420,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE",WINTER,TOTAL,BU / ACRE,WHEAT,32
13,SOUTHWEST,AGRICULTURAL DISTRICT,1990,BARLEY ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,92.5
28,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,100.3
43,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,39.8
58,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,28
73,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,BARLEY,47.7
190,SOUTHWEST,AGRICULTURAL DISTRICT,1990,OATS ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,OATS,28.6
222,SOUTHWEST,AGRICULTURAL DISTRICT,1990,WHEAT ,"YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,86.8
237,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,94.4
252,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,25.8
267,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,21.7
282,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",ALL CLASSES,TOTAL,BU / NET PLANTED ACRE,WHEAT,27.2
298,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,73.8
313,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,79
328,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,18.7
343,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,16
355,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)",TOTAL,BU / NET PLANTED ACRE,WHEAT,20
371,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,91.9
383,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,100.8
398,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,27.8
411,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,24
425,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE",WINTER,TOTAL,BU / NET PLANTED ACRE,WHEAT,28.9
440,SOUTHWEST,AGRICULTURAL DISTRICT,1990,POTATOES ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,POTATOES,400
88,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,1990
98,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,1990
131,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,CORN,23.6
145,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,4.93
155,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA, IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,5.47
165,SOUTHWEST,AGRICULTURAL DISTRICT,1990,"HAY, ALFALFA, NON-IRRIGATED ","YIELD, MEASURED IN TONS / ACRE",ALFALFA,TOTAL,TONS / ACRE,HAY,1.64
206,SOUTHWEST,AGRICULTURAL DISTRICT,1990,SUGARBEETS ,"YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,SUGARBEETS,30.1
5,,STATE,1990,BARLEY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,780000
21,,STATE,1990,"BARLEY, IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,456000
36,,STATE,1990,"BARLEY, NON-IRRIGATED ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,324000
51,,STATE,1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,259000
66,,STATE,1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,65000
78,,STATE,1990,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,ACRES,BEANS,1400
80,,STATE,1990,"BEANS, DRY EDIBLE, GREAT NORTHERN ",ACRES HARVESTED,"DRY EDIBLE, GREAT NORTHERN",TOTAL,ACRES,BEANS,8600
86,,STATE,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,178000
96,,STATE,1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,178000
102,,STATE,1990,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,ACRES,BEANS,600
104,,STATE,1990,"BEANS, DRY EDIBLE, NAVY ",ACRES HARVESTED,"DRY EDIBLE, NAVY",TOTAL,ACRES,BEANS,6900
106,,STATE,1990,"BEANS, DRY EDIBLE, OTHER ",ACRES HARVESTED,"DRY EDIBLE, OTHER",TOTAL,ACRES,BEANS,3700
108,,STATE,1990,"BEANS, DRY EDIBLE, PINK ",ACRES HARVESTED,"DRY EDIBLE, PINK",TOTAL,ACRES,BEANS,42600
110,,STATE,1990,"BEANS, DRY EDIBLE, PINTO ",ACRES HARVESTED,"DRY EDIBLE, PINTO",TOTAL,ACRES,BEANS,92100
112,,STATE,1990,"BEANS, DRY EDIBLE, SMALL, RED ",ACRES HARVESTED,"DRY EDIBLE, SMALL, RED",TOTAL,ACRES,BEANS,17700
114,,STATE,1990,"BEANS, DRY EDIBLE, SMALL, WHITE ",ACRES HARVESTED,"DRY EDIBLE, SMALL, WHITE",TOTAL,ACRES,BEANS,4400
119,,STATE,1990,"CORN, GRAIN ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,30000
129,,STATE,1990,"CORN, SILAGE ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CORN,68000
135,,STATE,1990,"HAY, (EXCL ALFALFA) ",ACRES HARVESTED,(EXCL ALFALFA),TOTAL,ACRES,HAY,170000
142,,STATE,1990,"HAY, ALFALFA ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,960000
153,,STATE,1990,"HAY, ALFALFA, IRRIGATED ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,755000
163,,STATE,1990,"HAY, ALFALFA, NON-IRRIGATED ",ACRES HARVESTED,ALFALFA,TOTAL,ACRES,HAY,205000
169,,STATE,1990,HAY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,HAY,NA
